id,lon,lat,tile_id,datetime,gsd,tile_url,signed_url
4249961,-75.2511899703133,40.75445138772062,nj_m_4007515_sw_18_060_20220703,2022-07-03T16:00:00Z,0.6,https://naipeuwest.blob.core.windows.net/naip/v002/nj/2022/nj_060cm_2022/40075/m_4007515_sw_18_060_20220703.tif,
4426077,-76.11664328437605,40.228684635540866,pa_m_4007656_nw_18_060_20220517,2022-05-17T16:00:00Z,0.6,https://naipeuwest.blob.core.windows.net/naip/v002/pa/2022/pa_060cm_2022/40076/m_4007656_nw_18_060_20220517.tif,
4372344,-75.30679190000001,40.74341615,pa_m_4007522_ne_18_060_20220429,2022-04-29T16:00:00Z,0.6,https://naipeuwest.blob.core.windows.net/naip/v002/pa/2022/pa_060cm_2022/40075/m_4007522_ne_18_060_20220429.tif,
4248605,-75.27132884222077,40.75328501953425,pa_m_4007514_se_18_060_20220429,2022-04-29T16:00:00Z,0.6,https://naipeuwest.blob.core.windows.net/naip/v002/pa/2022/pa_060cm_2022/40075/m_4007514_se_18_060_20220429.tif,
4266547,-75.26572586325317,40.77348615639164,pa_m_4007514_se_18_060_20220429,2022-04-29T16:00:00Z,0.6,https://naipeuwest.blob.core.windows.net/naip/v002/pa/2022/pa_060cm_2022/40075/m_4007514_se_18_060_20220429.tif,
4249960,-75.25259195000001,40.754520049999996,pa_m_4007514_se_18_060_20220429,2022-04-29T16:00:00Z,0.6,https://naipeuwest.blob.core.windows.net/naip/v002/pa/2022/pa_060cm_2022/40075/m_4007514_se_18_060_20220429.tif,
4426051,-76.54346478910546,40.21068203121265,pa_m_4007652_ne_18_060_20220711,2022-07-11T16:00:00Z,0.6,https://naipeuwest.blob.core.windows.net/naip/v002/pa/2022/pa_060cm_2022/40076/m_4007652_ne_18_060_20220711.tif,
4372343,-75.29742429950583,40.74118800970559,pa_m_4007522_ne_18_060_20220429,2022-04-29T16:00:00Z,0.6,https://naipeuwest.blob.core.windows.net/naip/v002/pa/2022/pa_060cm_2022/40075/m_4007522_ne_18_060_20220429.tif,
4266531,-75.25850072570957,40.76844171364004,pa_m_4007514_se_18_060_20220429,2022-04-29T16:00:00Z,0.6,https://naipeuwest.blob.core.windows.net/naip/v002/pa/2022/pa_060cm_2022/40075/m_4007514_se_18_060_20220429.tif,
4249959,-75.24692937838431,40.7488792134368,nj_m_4007523_nw_18_060_20220703,2022-07-03T16:00:00Z,0.6,https://naipeuwest.blob.core.windows.net/naip/v002/nj/2022/nj_060cm_2022/40075/m_4007523_nw_18_060_20220703.tif,
4426039,-76.68884394994562,40.205706666462326,pa_m_4007651_nw_18_060_20220704,2022-07-04T16:00:00Z,0.6,https://naipeuwest.blob.core.windows.net/naip/v002/pa/2022/pa_060cm_2022/40076/m_4007651_nw_18_060_20220704.tif,
4372341,-75.29863243594414,40.73942832554088,pa_m_4007522_ne_18_060_20220429,2022-04-29T16:00:00Z,0.6,https://naipeuwest.blob.core.windows.net/naip/v002/pa/2022/pa_060cm_2022/40075/m_4007522_ne_18_060_20220429.tif,
4265744,-75.25781729957087,40.75284593343479,pa_m_4007514_se_18_060_20220429,2022-04-29T16:00:00Z,0.6,https://naipeuwest.blob.core.windows.net/naip/v002/pa/2022/pa_060cm_2022/40075/m_4007514_se_18_060_20220429.tif,
4248604,-75.27019808130638,40.752454460180054,pa_m_4007514_se_18_060_20220429,2022-04-29T16:00:00Z,0.6,https://naipeuwest.blob.core.windows.net/naip/v002/pa/2022/pa_060cm_2022/40075/m_4007514_se_18_060_20220429.tif,
4426015,-76.70732612463954,40.20930740711198,pa_m_4007651_nw_18_060_20220704,2022-07-04T16:00:00Z,0.6,https://naipeuwest.blob.core.windows.net/naip/v002/pa/2022/pa_060cm_2022/40076/m_4007651_nw_18_060_20220704.tif,
4372325,-75.30222743951022,40.7423005755394,pa_m_4007522_ne_18_060_20220429,2022-04-29T16:00:00Z,0.6,https://naipeuwest.blob.core.windows.net/naip/v002/pa/2022/pa_060cm_2022/40075/m_4007522_ne_18_060_20220429.tif,
